,Device ID,Memory
5769,10773,256GB
5770,10823,
5771,10774,
5772,11722,8GB
5773,10706,128GB
5774,10613,128GB
5775,11727,8GB
5776,10614,128GB
5777,10611,
5778,10571,64GB
5779,10567,128GB
5780,11728,32GB
5781,11197,32GB
5782,11197,64GB
5783,10617,256GB
5784,10370,128GB
5785,10370,256GB
5786,10601,128GB
5787,11729,16GB
5788,11723,32GB
5789,10341,8GB
5790,10339,128GB
5791,10339,256GB
5792,11726,32GB
5793,10282,256GB
5794,10281,128GB
5795,11725,32GB
5796,11724,32GB
5797,10193,128GB
5798,10193,256GB
5799,10284,128GB
5800,10139,128GB
5801,10139,256GB
5802,10071,128GB
5803,10071,256GB
5804,9998,128GB
5805,9998,256GB
5806,11705,8GB
5807,10070,32GB
5808,9955,32GB
5809,9954,64GB
5810,11731,16GB
5811,9921,128GB
5812,9839,128GB
5813,9839,256GB
5814,9780,128GB
5815,9780,512GB
5816,9712,16GB
5817,9713,16GB
5818,9713,32GB
5819,9714,16GB
5820,9692,128GB
5821,9692,256GB
5822,9692,64GB
5823,11730,16GB
5824,9612,8GB
5825,9610,128GB
5826,9610,256GB
5827,9695,128GB
5828,9695,256GB
5829,9611,32GB
5830,9611,64GB
5831,9715,32GB
5832,9715,64GB
5833,9433,128GB
5834,9433,256GB
5835,9433,64GB
5836,9347,128GB
5837,9347,256GB
5838,9347,512GB
5839,9347,64GB
5840,9171,128GB
5841,9171,64GB
5842,9069,128GB
5843,9174,128GB
5844,9174,64GB
5845,9701,16GB
5846,9701,32GB
5847,9697,32GB
5848,9697,64GB
5849,9161,128GB
5850,9161,64GB
5851,9133,64GB
5852,9110,64GB
5853,9088,16GB
5854,9088,32GB
5855,8971,32GB
5856,8971,64GB
5857,9083,8GB
5858,9038,32GB
5859,8970,32GB
5860,9033,8GB
5861,8913,16GB
5862,8902,64GB
5863,8901,128GB
5864,8901,64GB
5865,8896,64GB
5866,8838,64GB
5867,8290,32GB
5868,8895,16GB
5869,8894,8GB
5870,8793,8GB
5871,8779,8GB
5872,8752,16GB
5873,8752,32GB
5874,8567,4GB
5875,8748,64GB
5876,8746,64GB
5877,8747,32GB
5878,8747,64GB
5879,8726,32GB
5880,8677,128GB
5881,8677,64GB
5882,8658,128GB
5883,8660,16GB
5884,8660,32GB
5885,8615,64GB
5886,8609,16GB
5887,8609,8GB
5888,8607,16GB
5889,8600,16GB
5890,8601,16GB
5891,8562,32GB
5892,8530,32GB
5893,8504,32GB
5894,8501,16GB
5895,8501,32GB
5896,8401,16GB
5897,8401,64GB
5898,8638,16GB
5899,8398,32GB
5900,8387,128GB
5901,8387,64GB
5902,8232,32GB
5903,8300,16GB
5904,8096,32GB
5905,8182,32GB
5906,8182,64GB
5907,8092,64GB
5908,8067,64GB
5909,8091,64GB
5910,8548,4GB
5911,8548,8GB
5912,8110,16GB
5913,8044,64GB
5914,8063,8GB
5915,7963,16GB
5916,8294,16GB
5917,8294,8GB
5918,8293,16GB
5919,8295,8GB
5920,7943,16GB
5921,9152,16GB
5922,8143,16GB
5923,7944,16GB
5924,7938,32GB
5925,7868,64GB
5926,7852,16GB
5927,7853,8GB
5928,7761,16GB
5929,7762,8GB
5930,7763,8GB
5931,7692,4GB
5932,7686,32GB
5933,7670,32GB
5934,7646,32GB
5935,7572,16GB
5936,7542,32GB
5937,7485,16GB
5938,7485,32GB
5939,7441,128GB
5940,7430,16GB
5941,7799,8GB
5942,7428,16GB
5943,7422,32GB
5944,7422,64GB
5945,8114,8GB
5946,7481,4GB
5947,7656,16GB
5948,7356,4GB
5949,7790,8GB
5950,7355,8GB
5951,8244,8GB
5952,7294,8GB
5953,7207,32GB
5954,7207,64GB
5955,7168,16GB
5956,7116,16GB
5957,7149,16GB
5958,7106,8GB
5959,7078,16GB
5960,7891,8GB
5961,7105,8GB
5962,7057,4GB
5963,7058,4GB
5964,7056,8GB
5965,6954,16GB
5966,7157,8GB
5967,6915,16GB
5968,6914,16GB
5969,6904,8GB
5970,6898,8GB
5971,6847,16GB
5972,7155,8GB
5973,7156,4GB
5974,6718,8GB
5975,6697,16GB
5976,6645,16GB
5977,6644,8GB
5978,6641,4GB
5979,6607,16GB
5980,6490,32GB
5981,6491,32GB
5982,6492,16GB
5983,6367,4GB
5984,6579,512MB
5985,6381,4GB
5986,6679,4GB
5987,6324,16GB
5988,6236,128GB
5989,6236,32GB
5990,6236,64GB
5991,6154,16GB
5992,6155,4GB
5993,6156,2GB
5994,5962,8GB
5995,5963,4GB
5996,5948,16GB
5997,5852,16GB
5998,5852,32GB
5999,5853,16GB
6000,5834,16GB
6001,5826,4GB
6002,5825,4GB
6003,5824,4GB
6004,5755,8GB
6005,5682,4GB
6006,5620,4GB
6007,5659,4GB
6008,5552,
6009,5511,8GB
6010,5499,4GB
6011,5455,
6012,5376,4GB
6013,5425,
6014,5402,16GB
6015,5402,8GB
6016,5330,16GB
6017,5320,512MB
6018,5277,4GB
6019,5470,4GB
6020,5269,4GB
6021,5240,16GB
6022,5173,4GB
6023,5136,4GB
6024,5135,4GB
6025,5134,512MB
6026,5133,1GB
6027,5647,32GB
6028,4893,8GB
6029,5006,4GB
6030,5007,4GB
6031,5004,4GB
6032,4983,4GB
6033,4962,16GB
6034,4962,4GB
6035,4880,4GB
6036,4873,4GB
6037,4597,4GB
6038,4776,4GB
6039,4650,4GB
6040,4595,
6041,4593,
6042,4590,
6043,4591,
6044,4592,16GB
6045,4581,
6046,4582,8GB
6047,4583,
6048,4585,4GB
6049,4586,512MB
6050,4598,4GB
6051,4599,512MB
6052,4600,4GB
6053,4601,1GB
6054,4602,
6055,4603,
6056,4607,
6057,4608,512MB
6058,4557,
6059,4556,
6060,4506,16GB
6061,4467,4GB
6062,4466,512MB
6063,4388,512MB
6064,4345,512MB
6065,4310,
6066,4304,4GB
6067,4313,4GB
6068,4311,512MB
6069,4244,512MB
6070,3902,
6071,3903,512MB
6072,4760,150MB
6073,3784,
6074,4042,256MB
6075,3785,
6076,4290,256MB
6077,3791,
6078,3790,
6079,4073,1MB
6080,3391,512MB
6081,3737,10MB
6082,3603,
6083,3602,20MB
6084,3601,32MB
6085,4078,10MB
6086,4341,2MB
6087,4342,2MB
6088,3604,5MB
6089,3600,64MB
6090,3491,
6091,3727,35MB
6092,3485,100MB
6093,3423,256MB
6094,3489,
6095,3244,5MB
6096,3197,
