,Device ID,Body Dims(mm),Body Hight(mm),Body Width(mm),Body Depth(mm),Body Dims(inch),Body Hight(inch),Body Width(inch),Body Depth(inch),Body Weight(g),Body Weight(oz)
822,6566,138 x 71.5 x 9.5,138.0,71.5,9.5,5.43 x 2.81 x 0.37,5.43,2.81,0.37,156.0,5.5
823,6567,145 x 73 x 9.7,145.0,73.0,9.7,5.71 x 2.87 x 0.38,5.71,2.87,0.38,170.0,6.0
824,6568,145 x 73 x 9.7,145.0,73.0,9.7,5.71 x 2.87 x 0.38,5.71,2.87,0.38,171.0,6.03
825,6406,145.1 x 70.2 x 5.5,145.1,70.2,5.5,5.71 x 2.76 x 0.22,5.71,2.76,0.22,129.0,4.55
826,6405,145 x 69.8 x 7.5,145.0,69.8,7.5,5.71 x 2.75 x 0.30,5.71,2.75,0.3,136.0,4.8
827,6346,150.6 x 75 x 9.5,150.6,75.0,9.5,5.93 x 2.95 x 0.37,5.93,2.95,0.37,152.0,5.36
828,6339,145.5 x 72.5 x 9,145.5,72.5,9.0,5.73 x 2.85 x 0.35,5.73,2.85,0.35,162.0,5.71
829,6330,168 x 83 x 8.5,168.0,83.0,8.5,6.61 x 3.27 x 0.33,6.61,3.27,0.33,206.0,7.27
830,6277,136 x 63 x 10.5,136.0,63.0,10.5,5.35 x 2.48 x 0.41,5.35,2.48,0.41,135.0,4.76
831,6276,117 x 62 x 11,117.0,62.0,11.0,4.61 x 2.44 x 0.43,4.61,2.44,0.43,101.0,3.56
832,6244,145 x 70.9 x 8.3,145.0,70.9,8.3,5.71 x 2.79 x 0.33,5.71,2.79,0.33,155.0,5.47
833,6243,146 x 74 x 10.1,146.0,74.0,10.1,5.75 x 2.91 x 0.40,5.75,2.91,0.4,174.0,6.14
834,6242,156 x 77.6 x 8.9,156.0,77.6,8.9,6.14 x 3.06 x 0.35,6.14,3.06,0.35,166.0,5.86
835,6041,130 x 64.4 x 8.9,130.0,64.4,8.9,5.12 x 2.54 x 0.35,5.12,2.54,0.35,149.0,5.26
836,5986,137 x 70 x 6.9,137.0,70.0,6.9,5.39 x 2.76 x 0.27,5.39,2.76,0.27,135.0,4.76
837,5957,205 x 138.2 x 9,205.0,138.2,9.0,8.07 x 5.44 x 0.35,8.07,5.44,0.35,404.0,14.25
838,5956,137.5 x 67.5 x 7.8,137.5,67.5,7.8,5.41 x 2.66 x 0.31,5.41,2.66,0.31,109.0,3.84
839,5955,143.5 x 71.6 x 8.6,143.5,71.6,8.6,5.65 x 2.82 x 0.34,5.65,2.82,0.34,133.0,4.69
840,5954,144 x 74 x 9,144.0,74.0,9.0,5.67 x 2.91 x 0.35,5.67,2.91,0.35,144.0,5.08
841,5935,137 x 68.4 x 7.9,137.0,68.4,7.9,5.39 x 2.69 x 0.31,5.39,2.69,0.31,125.0,4.41
842,5920,142 x 69.4 x 7.7,142.0,69.4,7.7,5.59 x 2.73 x 0.30,5.59,2.73,0.3,128.0,4.52
843,5909,146 x 73 x 9.7,146.0,73.0,9.7,5.75 x 2.87 x 0.38,5.75,2.87,0.38,155.0,5.47
844,5908,125 x 65 x 12.4,125.0,65.0,12.4,4.92 x 2.56 x 0.49,4.92,2.56,0.49,124.0,4.37
845,5873,147 x 72.1 x 6.9,147.0,72.1,6.9,5.79 x 2.84 x 0.27,5.79,2.84,0.27,158.0,5.57
846,5761,157 x 79.5 x 9.5,157.0,79.5,9.5,6.18 x 3.13 x 0.37,6.18,3.13,0.37,184.0,6.49
847,5748,107.8 x 59.8 x 14,107.8,59.8,14.0,4.24 x 2.35 x 0.55,4.24,2.35,0.55,80.0,2.82
848,5747,107.8 x 59.8 x 14,107.8,59.8,14.0,4.24 x 2.35 x 0.55,4.24,2.35,0.55,80.0,2.82
849,5746,128 x 55.7 x 12.5,128.0,55.7,12.5,5.04 x 2.19 x 0.49,5.04,2.19,0.49,90.0,3.17
850,5745,110 x 45.7 x 13,110.0,45.7,13.0,4.33 x 1.80 x 0.51,4.33,1.8,0.51,65.0,2.29
851,5661,146 x 70.6 x 9.4,146.0,70.6,9.4,5.75 x 2.78 x 0.37,5.75,2.78,0.37,128.0,4.52
852,5660,124 x 64 x 11.7,124.0,64.0,11.7,4.88 x 2.52 x 0.46,4.88,2.52,0.46,128.0,4.52
853,5662,116.5 x 62 x 12,116.5,62.0,12.0,4.59 x 2.44 x 0.47,4.59,2.44,0.47,105.0,3.7
854,5593,133 x 65 x 12,133.0,65.0,12.0,5.24 x 2.56 x 0.47,5.24,2.56,0.47,144.0,5.08
855,5489,128 x 65.5 x 11.6,128.0,65.5,11.6,5.04 x 2.58 x 0.46,5.04,2.58,0.46,137.0,4.83
856,5458,153 x 78 x 9.2,153.0,78.0,9.2,6.02 x 3.07 x 0.36,6.02,3.07,0.36,190.0,6.7
857,5459,143 x 72 x 8.9,143.0,72.0,8.9,5.63 x 2.83 x 0.35,5.63,2.83,0.35,170.0,6.0
858,5460,144 x 74 x 10.7,144.0,74.0,10.7,5.67 x 2.91 x 0.42,5.67,2.91,0.42,170.0,6.0
859,5411,124 x 63 x 13.4,124.0,63.0,13.4,4.88 x 2.48 x 0.53,4.88,2.48,0.53,120.0,4.23
860,5410,127 x 55 x 13.5,127.0,55.0,13.5,5.0 x 2.17 x 0.53,5.0,2.17,0.53,95.0,3.35
861,5409,119 x 51 x 14,119.0,51.0,14.0,4.69 x 2.01 x 0.55,4.69,2.01,0.55,90.0,3.17
862,5408,102 x 57.8 x 8.3,102.0,57.8,8.3,4.02 x 2.28 x 0.33,4.02,2.28,0.33,69.0,2.43
863,5360,161 x 82.5 x 8.9,161.0,82.5,8.9,6.34 x 3.25 x 0.35,6.34,3.25,0.35,220.0,7.76
864,5358,144 x 73 x 8.9,144.0,73.0,8.9,5.67 x 2.87 x 0.35,5.67,2.87,0.35,145.0,5.11
865,5359,137 x 68.4 x 7.9,137.0,68.4,7.9,5.39 x 2.69 x 0.31,5.39,2.69,0.31,125.0,4.41
866,5295,150 x 77 x 10.8,150.0,77.0,10.8,5.91 x 3.03 x 0.43,5.91,3.03,0.43,210.0,7.41
867,5294,134 x 68.9 x 9.7,134.0,68.9,9.7,5.28 x 2.71 x 0.38,5.28,2.71,0.38,136.0,4.8
868,5283,161.2 x 82.9 x 10.6,161.2,82.9,10.6,6.35 x 3.26 x 0.42,6.35,3.26,0.42,243.0,8.57
869,5282,134 x 67 x 10.3,134.0,67.0,10.3,5.28 x 2.64 x 0.41,5.28,2.64,0.41,148.0,5.22
870,5281,133 x 67 x 10.8,133.0,67.0,10.8,5.24 x 2.64 x 0.43,5.24,2.64,0.43,145.0,5.11
871,5210,114 x 60 x 11.6,114.0,60.0,11.6,4.49 x 2.36 x 0.46,4.49,2.36,0.46,90.0,3.17
872,5209,124 x 63 x 11.8,124.0,63.0,11.8,4.88 x 2.48 x 0.46,4.88,2.48,0.46,128.0,4.52
873,5208,104 x 56 x 13,104.0,56.0,13.0,4.09 x 2.20 x 0.51,4.09,2.2,0.51,105.0,3.7
874,5207,115 x 63 x 12,115.0,63.0,12.0,4.53 x 2.48 x 0.47,4.53,2.48,0.47,90.0,3.17
875,5206,135 x 70 x 8.6,135.0,70.0,8.6,5.31 x 2.76 x 0.34,5.31,2.76,0.34,130.0,4.59
876,5205,238 x 185 x 10,238.0,185.0,10.0,9.37 x 7.28 x 0.39,9.37,7.28,0.39,430.0,15.17
877,5202,197 x 120 x 13,197.0,120.0,13.0,7.76 x 4.72 x 0.51,7.76,4.72,0.51,388.0,13.69
878,5201,194 x 120 x 10,194.0,120.0,10.0,7.64 x 4.72 x 0.39,7.64,4.72,0.39,340.0,11.99
879,5023,115 x 62 x 11.5,115.0,62.0,11.5,4.53 x 2.44 x 0.45,4.53,2.44,0.45,110.0,3.88
880,4947,120 x 60 x 11.3,120.0,60.0,11.3,4.72 x 2.36 x 0.44,4.72,2.36,0.44,137.0,4.83
881,4946,103 x 56 x 12,103.0,56.0,12.0,4.06 x 2.20 x 0.47,4.06,2.2,0.47,96.0,3.39
882,4945,104 x 57 x 13,104.0,57.0,13.0,4.09 x 2.24 x 0.51,4.09,2.24,0.51,90.0,3.17
883,4944,119 x 49 x 14,119.0,49.0,14.0,4.69 x 1.93 x 0.55,4.69,1.93,0.55,88.0,3.1
884,4901,128 x 66 x 9.3,128.0,66.0,9.3,5.04 x 2.60 x 0.37,5.04,2.6,0.37,120.0,4.23
885,4853,114 x 48 x 15,114.0,48.0,15.0,4.49 x 1.89 x 0.59,4.49,1.89,0.59,92.0,3.25
886,4852,110 x 45 x 14,110.0,45.0,14.0,4.33 x 1.77 x 0.55,4.33,1.77,0.55,73.0,2.57
887,4370,150 x 81 x 10.9,150.0,81.0,10.9,5.91 x 3.19 x 0.43,5.91,3.19,0.43,192.0,6.77
888,4224,197 x 120 x 13.2,197.0,120.0,13.2,7.76 x 4.72 x 0.52,7.76,4.72,0.52,382.0,13.47
889,4195,101 x 55 x 16.5,101.0,55.0,16.5,3.98 x 2.17 x 0.65,3.98,2.17,0.65,120.0,4.23
890,4162,96 x 58 x 12.8,96.0,58.0,12.8,3.78 x 2.28 x 0.50,3.78,2.28,0.5,120.0,4.23
891,4163,96 x 54 x 12.8,96.0,54.0,12.8,3.78 x 2.13 x 0.50,3.78,2.13,0.5,120.0,4.23
892,4165,108.5 x 64 x 12.5,108.5,64.0,12.5,4.27 x 2.52 x 0.49,4.27,2.52,0.49,75.0,2.65
893,4166,103 x 57.6 x 12.5,103.0,57.6,12.5,4.06 x 2.27 x 0.49,4.06,2.27,0.49,75.0,2.65
894,4167,103 x 57.6 x 12.5,103.0,57.6,12.5,4.06 x 2.27 x 0.49,4.06,2.27,0.49,73.0,2.57
895,4168,99.3 x 55.9 x 13.5,99.3,55.9,13.5,3.91 x 2.20 x 0.53,3.91,2.2,0.53,75.0,2.65
896,4169,104 x 53 x 13.5,104.0,53.0,13.5,4.09 x 2.09 x 0.53,4.09,2.09,0.53,68.0,2.4
897,4171,96 x 56.2 x 13.5,96.0,56.2,13.5,3.78 x 2.21 x 0.53,3.78,2.21,0.53,70.0,2.47
898,4170,92 x 52 x 15,92.0,52.0,15.0,3.62 x 2.05 x 0.59,3.62,2.05,0.59,59.0,2.08
899,4172,92 x 44.5 x 18,92.0,44.5,18.0,3.62 x 1.75 x 0.71,3.62,1.75,0.71,70.0,2.47
900,4173,99 x 55 x 13,99.0,55.0,13.0,3.90 x 2.17 x 0.51,3.9,2.17,0.51,54.0,1.9
901,4174,102 x 56 x 13.5,102.0,56.0,13.5,4.02 x 2.20 x 0.53,4.02,2.2,0.53,69.0,2.43
902,4175,99.3 x 55.9 x 13.8,99.3,55.9,13.8,3.91 x 2.20 x 0.54,3.91,2.2,0.54,75.0,2.65
903,4176,101 x 56.2 x 13.7,101.0,56.2,13.7,3.98 x 2.21 x 0.54,3.98,2.21,0.54,50.0,1.76
904,4177,84 x 42 x 17.5,84.0,42.0,17.5,3.31 x 1.65 x 0.69,3.31,1.65,0.69,47.0,1.66
905,4178,100.5 x 43 x 14.8,100.5,43.0,14.8,3.96 x 1.69 x 0.58,3.96,1.69,0.58,48.0,1.69
906,3854,111 x 58 x 13.5,111.0,58.0,13.5,4.37 x 2.28 x 0.53,4.37,2.28,0.53,,
907,3855,109 x 56 x 12.5,109.0,56.0,12.5,4.29 x 2.20 x 0.49,4.29,2.2,0.49,120.0,4.23
908,3856,107.5 x 45 x 13.3,107.5,45.0,13.3,4.23 x 1.77 x 0.52,4.23,1.77,0.52,90.0,3.17
909,3857,105 x 58 x 14,105.0,58.0,14.0,4.13 x 2.28 x 0.55,4.13,2.28,0.55,120.0,4.23
910,3858,105 x 58 x 14,105.0,58.0,14.0,4.13 x 2.28 x 0.55,4.13,2.28,0.55,120.0,4.23
911,3859,105.5 x 45 x 12.7,105.5,45.0,12.7,4.15 x 1.77 x 0.5,4.15,1.77,0.5,,
912,3548,98.7 x 55 x 13,98.7,55.0,13.0,3.89 x 2.17 x 0.51,3.89,2.17,0.51,94.0,3.32
913,3549,109 x 62 x 15,109.0,62.0,15.0,4.29 x 2.44 x 0.59,4.29,2.44,0.59,123.0,4.34
914,3550,104 x 55 x 12.2,104.0,55.0,12.2,4.09 x 2.17 x 0.48,4.09,2.17,0.48,102.0,3.6
915,3551,95.5 x 61 x 14.2,95.5,61.0,14.2,3.76 x 2.40 x 0.56,3.76,2.4,0.56,110.0,3.88
916,3552,109 x 46 x 13.5,109.0,46.0,13.5,4.29 x 1.81 x 0.53,4.29,1.81,0.53,82.0,2.89
917,3553,99.5 x 58 x 12,99.5,58.0,12.0,3.92 x 2.28 x 0.47,3.92,2.28,0.47,76.0,2.68
918,3567,111 x 56 x 14,111.0,56.0,14.0,4.37 x 2.20 x 0.55,4.37,2.2,0.55,96.0,3.39
919,3568,111 x 56 x 13.7,111.0,56.0,13.7,4.37 x 2.20 x 0.54,4.37,2.2,0.54,104.0,3.67
920,3569,111 x 56 x 13.7,111.0,56.0,13.7,4.37 x 2.20 x 0.54,4.37,2.2,0.54,104.0,3.67
921,3560,111 x 58 x 14,111.0,58.0,14.0,4.37 x 2.28 x 0.55,4.37,2.28,0.55,102.0,3.6
922,3561,103 x 44 x 15,103.0,44.0,15.0,4.06 x 1.73 x 0.59,4.06,1.73,0.59,83.0,2.93
923,3562,103 x 44 x 15,103.0,44.0,15.0,4.06 x 1.73 x 0.59,4.06,1.73,0.59,83.0,2.93
924,3563,109 x 45 x 9.9,109.0,45.0,9.9,4.29 x 1.77 x 0.39,4.29,1.77,0.39,102.0,3.6
925,3564,109 x 45 x 9.9,109.0,45.0,9.9,4.29 x 1.77 x 0.39,4.29,1.77,0.39,102.0,3.6
926,3565,110 x 48.8 x 14.2,110.0,48.8,14.2,4.33 x 1.92 x 0.56,4.33,1.92,0.56,87.0,3.07
927,3572,108 x 53 x 14,108.0,53.0,14.0,4.25 x 2.09 x 0.55,4.25,2.09,0.55,104.0,3.67
928,3570,120 x 56 x 14.6,120.0,56.0,14.6,4.72 x 2.20 x 0.57,4.72,2.2,0.57,120.0,4.23
929,3571,102 x 45 x 12.8,102.0,45.0,12.8,4.02 x 1.77 x 0.50,4.02,1.77,0.5,92.0,3.25
930,3573,96.8 x 41 x 13.5,96.8,41.0,13.5,3.81 x 1.61 x 0.53,3.81,1.61,0.53,87.0,3.07
931,3574,102 x 45 x 12.8,102.0,45.0,12.8,4.02 x 1.77 x 0.50,4.02,1.77,0.5,92.0,3.25
932,3575,98 x 41 x 12.5,98.0,41.0,12.5,3.86 x 1.61 x 0.49,3.86,1.61,0.49,83.0,2.93
933,12454,164.8 x 76.5 x 9.2,164.8,76.5,9.2,6.49 x 3.01 x 0.36,6.49,3.01,0.36,200.0,7.05
934,12427,166.6 x 77.1 x 8.9,166.6,77.1,8.9,6.56 x 3.04 x 0.35,6.56,3.04,0.35,202.0,7.13
935,12269,166.6 x 77.1 x 8.9,166.6,77.1,8.9,6.56 x 3.04 x 0.35,6.56,3.04,0.35,205.0,7.23
936,12522,239.2 x 157.9 x 7.9,239.2,157.9,7.9,9.42 x 6.22 x 0.31,9.42,6.22,0.31,430.0,15.17
937,12523,244 x 162.6 x 8.5,244.0,162.6,8.5,9.61 x 6.40 x 0.33,9.61,6.4,0.33,440.0,15.52
938,12524,257.9 x 162.5 x 7.9,257.9,162.5,7.9,10.15 x 6.40 x 0.31,10.15,6.4,0.31,533.0,
939,12525,241.5 x 160.3 x 8.4,241.5,160.3,8.4,9.51 x 6.31 x 0.33,9.51,6.31,0.33,530.0,
940,12232,174.2 x 78.6 x 9.3,174.2,78.6,9.3,6.86 x 3.09 x 0.37,6.86,3.09,0.37,210.0,7.41
941,12221,164.8 x 76.5 x 9.2,164.8,76.5,9.2,6.49 x 3.01 x 0.36,6.49,3.01,0.36,218.0,7.69
942,11948,164.1 x 75.9 x 8.8,164.1,75.9,8.8,6.46 x 2.99 x 0.35,6.46,2.99,0.35,190.0,6.7
943,11642,166.3 x 76.9 x 9.4,166.3,76.9,9.4,6.55 x 3.03 x 0.37,6.55,3.03,0.37,205.5,7.27
944,11266,174.2 x 78.6 x 9.3,174.2,78.6,9.3,6.86 x 3.09 x 0.37,6.86,3.09,0.37,210.0,7.41
945,10790,165.7 x 76.6 x 9,165.7,76.6,9.0,6.52 x 3.02 x 0.35,6.52,3.02,0.35,186.0,6.56
946,10681,167.1 x 78.1 x 9.4,167.1,78.1,9.4,6.58 x 3.07 x 0.37,6.58,3.07,0.37,205.0,7.23
947,10529,164.9 x 75.7 x 9,164.9,75.7,9.0,6.49 x 2.98 x 0.35,6.49,2.98,0.35,203.0,7.16
948,10594,147.9 x 71.4 x 8.9,147.9,71.4,8.9,5.82 x 2.81 x 0.35,5.82,2.81,0.35,160.0,5.64
949,10357,158.4 x 75.9 x 9,158.4,75.9,9.0,6.24 x 2.99 x 0.35,6.24,2.99,0.35,173.5,6.14
950,10593,157.5 x 75 x 8.9,157.5,75.0,8.9,6.20 x 2.95 x 0.35,6.2,2.95,0.35,165.0,5.82
951,10592,157.5 x 75 x 8.9,157.5,75.0,8.9,6.20 x 2.95 x 0.35,6.2,2.95,0.35,165.0,5.82
952,10595,147.9 x 71.4 x 8.9,147.9,71.4,8.9,5.82 x 2.81 x 0.35,5.82,2.81,0.35,160.0,5.64
953,10298,171.2 x 78.1 x 9.4,171.2,78.1,9.4,6.74 x 3.07 x 0.37,6.74,3.07,0.37,215.5,7.62
954,10297,162 x 77 x 9.4,162.0,77.0,9.4,6.38 x 3.03 x 0.37,6.38,3.03,0.37,201.0,7.09
955,9965,156.2 x 74.8 x 8.5,156.2,74.8,8.5,6.15 x 2.94 x 0.33,6.15,2.94,0.33,170.0,6.0
956,9924,154.2 x 72.7 x 8.3,154.2,72.7,8.3,6.07 x 2.86 x 0.33,6.07,2.86,0.33,150.0,5.29
957,9797,156.7 x 74.9 x 8,156.7,74.9,8.0,6.17 x 2.95 x 0.31,6.17,2.95,0.31,160.0,5.64
958,9735,156.6 x 75.9 x 8,156.6,75.9,8.0,6.17 x 2.99 x 0.31,6.17,2.99,0.31,180.0,6.35
959,9734,156.2 x 74.8 x 8.5,156.2,74.8,8.5,6.15 x 2.94 x 0.33,6.15,2.94,0.33,170.0,6.0
960,9487,154.2 x 72.7 x 8.3,154.2,72.7,8.3,6.07 x 2.86 x 0.33,6.07,2.86,0.33,150.0,5.29
961,9385,156.6 x 73.9 x 8.7,156.6,73.9,8.7,6.17 x 2.91 x 0.34,6.17,2.91,0.34,188.0,6.63
962,9179,158.5 x 75.4 x 8.3,158.5,75.4,8.3,6.24 x 2.97 x 0.33,6.24,2.97,0.33,175.0,6.17
963,9119,156.6 x 73.9 x 8.7,156.6,73.9,8.7,6.17 x 2.91 x 0.34,6.17,2.91,0.34,188.0,6.63
964,9102,158.2 x 76.6 x 8.4,158.2,76.6,8.4,6.23 x 3.02 x 0.33,6.23,3.02,0.33,157.5,5.57
965,9071,148.5 x 70.8 x 8.2,148.5,70.8,8.2,5.85 x 2.79 x 0.32,5.85,2.79,0.32,137.0,4.83
966,8990,157.9 x 75 x 8.5,157.9,75.0,8.5,6.22 x 2.95 x 0.33,6.22,2.95,0.33,185.0,6.53
967,8908,158.5 x 74.9 x 8.5,158.5,74.9,8.5,6.24 x 2.95 x 0.33,6.24,2.95,0.33,188.0,6.63
968,8885,149.1 x 72.9 x 8.1,149.1,72.9,8.1,5.87 x 2.87 x 0.32,5.87,2.87,0.32,142.0,5.01
969,8630,153.9 x 75.9 x 7.9,153.9,75.9,7.9,6.06 x 2.99 x 0.31,6.06,2.99,0.31,169.0,5.96
970,8487,152.9 x 75.6 x 8.2,152.9,75.6,8.2,6.02 x 2.98 x 0.32,6.02,2.98,0.32,175.0,6.17
971,8519,162.4 x 79.8 x 8,162.4,79.8,8.0,6.39 x 3.14 x 0.31,6.39,3.14,0.31,170.0,6.0
972,8518,146 x 72.9 x 8,146.0,72.9,8.0,5.75 x 2.87 x 0.31,5.75,2.87,0.31,145.0,5.11
973,8404,153.6 x 77.3 x 8.1,153.6,77.3,8.1,6.05 x 3.04 x 0.32,6.05,3.04,0.32,174.0,6.14
974,8444,146.9 x 70.9 x 8.4,146.9,70.9,8.4,5.78 x 2.79 x 0.33,5.78,2.79,0.33,140.0,4.94
975,8277,156.5 x 76 x 7.9,156.5,76.0,7.9,6.16 x 2.99 x 0.31,6.16,2.99,0.31,165.0,5.82
976,8884,148.6 x 72 x 7.5,148.6,72.0,7.5,5.85 x 2.83 x 0.30,5.85,2.83,0.3,148.0,5.22
977,8297,146.5 x 71.5 x 8,146.5,71.5,8.0,5.77 x 2.81 x 0.31,5.77,2.81,0.31,149.8,5.29
978,8276,156.9 x 76.9 x 7.7,156.9,76.9,7.7,6.18 x 3.03 x 0.30,6.18,3.03,0.3,155.0,5.47
979,8633,157.9 x 77.8 x 7.9,157.9,77.8,7.9,6.22 x 3.06 x 0.31,6.22,3.06,0.31,153.0,5.4
980,8128,146.9 x 70.9 x 8.1,146.9,70.9,8.1,5.78 x 2.79 x 0.32,5.78,2.79,0.32,142.0,5.01
981,8086,144.6 x 69.7 x 9.6,144.6,69.7,9.6,5.69 x 2.74 x 0.38,5.69,2.74,0.38,158.0,5.57
982,8066,157.5 x 78.9 x 7.8,157.5,78.9,7.8,6.20 x 3.11 x 0.31,6.2,3.11,0.31,156.0,5.5
983,8072,144.6 x 69.7 x 10.1,144.6,69.7,10.1,5.69 x 2.74 x 0.40,5.69,2.74,0.4,158.0,5.57
984,8031,145.9 x 71.9 x 9,145.9,71.9,9.0,5.74 x 2.83 x 0.35,5.74,2.83,0.35,161.0,5.68
985,7884,145.9 x 71.9 x 9,145.9,71.9,9.0,5.74 x 2.83 x 0.35,5.74,2.83,0.35,161.0,5.68
986,7942,156.9 x 76.9 x 7.4,156.9,76.9,7.4,6.18 x 3.03 x 0.29,6.18,3.03,0.29,155.0,5.47
987,7941,146.9 x 70.9 x 8.3,146.9,70.9,8.3,5.78 x 2.79 x 0.33,5.78,2.79,0.33,140.0,4.94
988,7940,146.9 x 70.9 x 8.3,146.9,70.9,8.3,5.78 x 2.79 x 0.33,5.78,2.79,0.33,140.0,4.94
989,8348,147.3 x 71.1 x 8.4,147.3,71.1,8.4,5.80 x 2.80 x 0.33,5.8,2.8,0.33,140.1,4.94
990,7836,153.9 x 75.9 x 8,153.9,75.9,8.0,6.06 x 2.99 x 0.31,6.06,2.99,0.31,170.0,6.0
991,7758,144.6 x 69.7 x 9.6,144.6,69.7,9.6,5.69 x 2.74 x 0.38,5.69,2.74,0.38,158.0,5.57
992,7731,157.7 x 78.9 x 7.9,157.7,78.9,7.9,6.21 x 3.11 x 0.31,6.21,3.11,0.31,148.0,5.22
993,7753,157.9 x 77.8 x 7.9,157.9,77.8,7.9,6.22 x 3.06 x 0.31,6.22,3.06,0.31,153.0,5.4
994,7627,157.7 x 79.7 x 7.6,157.7,79.7,7.6,6.21 x 3.14 x 0.30,6.21,3.14,0.3,165.0,5.82
995,7592,151 x 73 x 10,151.0,73.0,10.0,5.94 x 2.87 x 0.39,5.94,2.87,0.39,161.0,5.68
996,7591,151 x 72 x 9.6,151.0,72.0,9.6,5.94 x 2.83 x 0.38,5.94,2.83,0.38,168.0,5.93
997,7576,145.8 x 70.8 x 7.3,145.8,70.8,7.3,5.74 x 2.79 x 0.29,5.74,2.79,0.29,143.0,5.04
998,7421,146.9 x 70.9 x 8.2,146.9,70.9,8.2,5.78 x 2.79 x 0.32,5.78,2.79,0.32,140.0,4.94
999,7418,146.8 x 70.9 x 8.1,146.8,70.9,8.1,5.78 x 2.79 x 0.32,5.78,2.79,0.32,138.9,4.9
1000,7419,140 x 70 x 9.9,140.0,70.0,9.9,5.51 x 2.76 x 0.39,5.51,2.76,0.39,156.0,5.5
1001,7420,139.8 x 68.9 x 9.1,139.8,68.9,9.1,5.50 x 2.71 x 0.36,5.5,2.71,0.36,,
1002,7275,151 x 72 x 9.8,151.0,72.0,9.8,5.94 x 2.83 x 0.39,5.94,2.83,0.39,155.0,5.47
1003,7267,157.7 x 78.7 x 7.7,157.7,78.7,7.7,6.21 x 3.10 x 0.30,6.21,3.1,0.3,154.5,5.47
1004,7194,139.7 x 69.6 x 9.7,139.7,69.6,9.7,5.5 x 2.74 x 0.38,5.5,2.74,0.38,146.0,5.15
1005,6977,151 x 72 x 9.6,151.0,72.0,9.6,5.94 x 2.83 x 0.38,5.94,2.83,0.38,168.0,5.93
1006,7165,146.4 x 70.6 x 9.6,146.4,70.6,9.6,5.76 x 2.78 x 0.38,5.76,2.78,0.38,160.0,5.64
1007,7111,156.5 x 76.5 x 7.5,156.5,76.5,7.5,6.16 x 3.01 x 0.30,6.16,3.01,0.3,150.0,5.29
1008,7310,156.5 x 76.5 x 7.5,156.5,76.5,7.5,6.16 x 3.01 x 0.30,6.16,3.01,0.3,147.0,5.19
1009,6891,144.6 x 69.7 x 9.6,144.6,69.7,9.6,5.69 x 2.74 x 0.38,5.69,2.74,0.38,157.0,5.54
1010,7115,157.7 x 78.7 x 7.7,157.7,78.7,7.7,6.21 x 3.10 x 0.30,6.21,3.1,0.3,155.0,5.47
1011,7183,146.9 x 70.9 x 8.2,146.9,70.9,8.2,5.78 x 2.79 x 0.32,5.78,2.79,0.32,138.0,4.87
1012,6968,146.9 x 70.9 x 8.2,146.9,70.9,8.2,5.78 x 2.79 x 0.32,5.78,2.79,0.32,140.0,4.94
1013,6947,139.8 x 69.8 x 9.9,139.8,69.8,9.9,5.50 x 2.75 x 0.39,5.5,2.75,0.39,154.0,5.43
1014,6921,158 x 77.5 x 8,158.0,77.5,8.0,6.22 x 3.05 x 0.31,6.22,3.05,0.31,183.0,6.46
1015,6913,132 x 67.8 x 10.5,132.0,67.8,10.5,5.20 x 2.67 x 0.41,5.2,2.67,0.41,145.0,5.11
1016,6841,150.1 x 72.7 x 9.6,150.1,72.7,9.6,5.91 x 2.86 x 0.38,5.91,2.86,0.38,160.0,5.64
1017,6830,150.1 x 72.7 x 9.6,150.1,72.7,9.6,5.91 x 2.86 x 0.38,5.91,2.86,0.38,160.0,5.64
1018,5823,228.2 x 153.7 x 8,228.2,153.7,8.0,8.98 x 6.05 x 0.31,8.98,6.05,0.31,425.0,
1019,6736,156.6 x 78.7 x 8,156.6,78.7,8.0,6.17 x 3.10 x 0.31,6.17,3.1,0.31,158.0,5.57
1020,6713,146.4 x 70.6 x 9.4,146.4,70.6,9.4,5.76 x 2.78 x 0.37,5.76,2.78,0.37,160.0,5.64
1021,6715,151.7 x 73.8 x 8.5,151.7,73.8,8.5,5.97 x 2.91 x 0.33,5.97,2.91,0.33,154.0,5.43
1022,6719,143.8 x 70.4 x 9.4,143.8,70.4,9.4,5.66 x 2.77 x 0.37,5.66,2.77,0.37,146.0,5.15
1023,6854,157.7 x 78.7 x 7.7,157.7,78.7,7.7,6.21 x 3.10 x 0.30,6.21,3.1,0.3,155.0,5.47
1024,6637,157.7 x 78.7 x 7.7,157.7,78.7,7.7,6.21 x 3.10 x 0.30,6.21,3.1,0.3,155.0,5.47
1025,6636,157.7 x 78.7 x 7.7,157.7,78.7,7.7,6.21 x 3.10 x 0.30,6.21,3.1,0.3,155.0,5.47
1026,6621,146.4 x 70.7 x 9.9,146.4,70.7,9.9,5.76 x 2.78 x 0.39,5.76,2.78,0.39,164.0,5.78
1027,6608,139.9 x 69.8 x 10,139.9,69.8,10.0,5.51 x 2.75 x 0.39,5.51,2.75,0.39,158.0,5.57
1028,6589,146.4 x 70.6 x 9.4,146.4,70.6,9.4,5.76 x 2.78 x 0.37,5.76,2.78,0.37,160.0,5.64
1029,6588,146.4 x 70.6 x 9.4,146.4,70.6,9.4,5.76 x 2.78 x 0.37,5.76,2.78,0.37,160.0,5.64
