,Device ID,Body Dims(mm),Body Hight(mm),Body Width(mm),Body Depth(mm),Body Dims(inch),Body Hight(inch),Body Width(inch),Body Depth(inch),Body Weight(g),Body Weight(oz)
3251,4350,110 x 57 x 12.2,110.0,57.0,12.2,4.33 x 2.24 x 0.48,4.33,2.24,0.48,105.0,3.7
3252,4344,114.4 x 59.9 x 11.7,114.4,59.9,11.7,4.50 x 2.36 x 0.46,4.5,2.36,0.46,120.0,4.23
3253,5556,107.5 x 45.4 x 13.4,107.5,45.4,13.4,4.23 x 1.79 x 0.53,4.23,1.79,0.53,67.3,2.36
3254,4337,110.6 x 45.4 x 13.9,110.6,45.4,13.9,4.35 x 1.79 x 0.55,4.35,1.79,0.55,75.0,2.65
3255,4336,110.6 x 45.4 x 13.9,110.6,45.4,13.9,4.35 x 1.79 x 0.55,4.35,1.79,0.55,73.0,2.57
3256,4158,126 x 66.8 x 8.5,126.0,66.8,8.5,4.96 x 2.63 x 0.33,4.96,2.63,0.33,110.6,3.88
3257,4159,116.1 x 58.7 x 11,116.1,58.7,11.0,4.57 x 2.31 x 0.43,4.57,2.31,0.43,116.2,4.09
3258,4303,129.8 x 68.8 x 9.5,129.8,68.8,9.5,5.11 x 2.71 x 0.37,5.11,2.71,0.37,130.5,4.59
3259,4217,96 x 52.6 x 12.2,96.0,52.6,12.2,3.78 x 2.07 x 0.48,3.78,2.07,0.48,79.1,2.79
3260,4277,115 x 60 x 11,115.0,60.0,11.0,4.53 x 2.36 x 0.43,4.53,2.36,0.43,116.0,4.09
3261,4271,122 x 53 x 17.9,122.0,53.0,17.9,4.80 x 2.09 x 0.70,4.8,2.09,0.7,110.0,3.88
3262,4218,102 x 52 x 16.8,102.0,52.0,16.8,4.02 x 2.05 x 0.66,4.02,2.05,0.66,97.3,3.42
3263,4301,135.5 x 67.9 x 9.5,135.5,67.9,9.5,5.33 x 2.67 x 0.37,5.33,2.67,0.37,150.0,5.29
3264,4219,135.5 x 67.9 x 8.9,135.5,67.9,8.9,5.33 x 2.67 x 0.35,5.33,2.67,0.35,135.0,4.76
3265,4327,125.3 x 66.1 x 8.5,125.3,66.1,8.5,4.93 x 2.60 x 0.33,4.93,2.6,0.33,116.0,4.09
3266,4262,126 x 65 x 14,126.0,65.0,14.0,4.96 x 2.56 x 0.55,4.96,2.56,0.55,164.0,5.78
3267,4284,114 x 57 x 15,114.0,57.0,15.0,4.49 x 2.24 x 0.59,4.49,2.24,0.59,126.0,4.44
3268,4071,124 x 64 x 13,124.0,64.0,13.0,4.88 x 2.52 x 0.51,4.88,2.52,0.51,147.0,5.19
3269,4239,113 x 62 x 15,113.0,62.0,15.0,4.45 x 2.44 x 0.59,4.45,2.44,0.59,148.0,5.22
3270,4270,116 x 61 x 14,116.0,61.0,14.0,4.57 x 2.40 x 0.55,4.57,2.4,0.55,139.0,4.9
3271,4667,193.7 x 122.4 x 9.9,193.7,122.4,9.9,7.63 x 4.82 x 0.39,7.63,4.82,0.39,345.0,12.17
3272,4208,193.7 x 122.4 x 9.9,193.7,122.4,9.9,7.63 x 4.82 x 0.39,7.63,4.82,0.39,345.0,12.17
3273,4200,115.6 x 58.8 x 10.9,115.6,58.8,10.9,4.55 x 2.31 x 0.43,4.55,2.31,0.43,115.3,4.06
3274,4198,129.8 x 68.8 x 9.5,129.8,68.8,9.5,5.11 x 2.71 x 0.37,5.11,2.71,0.37,130.5,4.59
3275,4096,103 x 55 x 12,103.0,55.0,12.0,4.06 x 2.17 x 0.47,4.06,2.17,0.47,96.0,3.39
3276,4668,196.7 x 133 x 7.9,196.7,133.0,7.9,7.74 x 5.24 x 0.31,7.74,5.24,0.31,340.0,11.99
3277,4136,196.7 x 133 x 7.9,196.7,133.0,7.9,7.74 x 5.24 x 0.31,7.74,5.24,0.31,340.0,11.99
3278,4135,146.9 x 83 x 9.7,146.9,83.0,9.7,5.78 x 3.27 x 0.38,5.78,3.27,0.38,178.0,6.28
3279,4130,126 x 66 x 8.9,126.0,66.0,8.9,4.96 x 2.60 x 0.35,4.96,2.6,0.35,121.9,4.27
3280,4468,131 x 67.3 x 9.4,131.0,67.3,9.4,5.16 x 2.65 x 0.37,5.16,2.65,0.37,109.0,3.84
3281,4129,129.8 x 68.8 x 9.4,129.8,68.8,9.4,5.11 x 2.71 x 0.37,5.11,2.71,0.37,135.0,4.76
3282,3956,130 x 70 x 10,130.0,70.0,10.0,5.12 x 2.76 x 0.39,5.12,2.76,0.39,130.0,4.59
3283,4126,125.9 x 64.2 x 9.9,125.9,64.2,9.9,4.96 x 2.53 x 0.39,4.96,2.53,0.39,122.0,4.3
3284,4054,113.8 x 63.3 x 12.2,113.8,63.3,12.2,4.48 x 2.49 x 0.48,4.48,2.49,0.48,121.0,4.27
3285,4127,110 x 58.2 x 12.3,110.0,58.2,12.3,4.33 x 2.29 x 0.48,4.33,2.29,0.48,102.4,3.6
3286,4376,130.9 x 69.9 x 9.4,130.9,69.9,9.4,5.15 x 2.75 x 0.37,5.15,2.75,0.37,132.0,4.66
3287,4124,130.9 x 69.9 x 9.4,130.9,69.9,9.4,5.15 x 2.75 x 0.37,5.15,2.75,0.37,132.0,4.66
3288,4125,230.9 x 157.8 x 8.6,230.9,157.8,8.6,9.09 x 6.21 x 0.34,9.09,6.21,0.34,455.0,
3289,4114,115.5 x 59.8 x 11.5,115.5,59.8,11.5,4.55 x 2.35 x 0.45,4.55,2.35,0.45,114.7,4.02
3290,4115,113.5 x 66 x 10,113.5,66.0,10.0,4.47 x 2.60 x 0.39,4.47,2.6,0.39,108.4,3.81
3291,4116,110.8 x 63.5 x 11.5,110.8,63.5,11.5,4.36 x 2.5 x 0.45,4.36,2.5,0.45,108.6,3.81
3292,4694,107 x 60 x 19,107.0,60.0,19.0,4.21 x 2.36 x 0.75,4.21,2.36,0.75,98.0,3.46
3293,4117,104 x 58 x 11.5,104.0,58.0,11.5,4.09 x 2.28 x 0.45,4.09,2.28,0.45,97.5,3.42
3294,4123,112 x 53 x 14,112.0,53.0,14.0,4.41 x 2.09 x 0.55,4.41,2.09,0.55,112.0,3.95
3295,3437,113.9 x 58.7 x 13.9,113.9,58.7,13.9,4.48 x 2.31 x 0.55,4.48,2.31,0.55,135.0,4.76
3296,4191,118.9 x 49.7 x 12.9,118.9,49.7,12.9,4.68 x 1.96 x 0.51,4.68,1.96,0.51,91.0,3.21
3297,4100,96.3 x 53.8 x 13,96.3,53.8,13.0,3.79 x 2.12 x 0.51,3.79,2.12,0.51,80.0,2.82
3298,4091,121.5 x 65.9 x 12,121.5,65.9,12.0,4.78 x 2.59 x 0.47,4.78,2.59,0.47,100.0,3.53
3299,4059,125.3 x 66.1 x 8.5,125.3,66.1,8.5,4.93 x 2.60 x 0.33,4.93,2.6,0.33,116.0,4.09
3300,3967,125 x 66 x 9.5,125.0,66.0,9.5,4.92 x 2.60 x 0.37,4.92,2.6,0.37,135.0,4.76
3301,4269,116 x 60 x 12,116.0,60.0,12.0,4.57 x 2.36 x 0.47,4.57,2.36,0.47,117.0,4.13
3302,4283,99 x 51 x 22,99.0,51.0,22.0,3.90 x 2.01 x 0.87,3.9,2.01,0.87,111.0,4.09
3303,4026,116.1 x 60.5 x 11.7,116.1,60.5,11.7,4.57 x 2.38 x 0.46,4.57,2.38,0.46,116.0,4.09
3304,4058,107 x 55 x 15,107.0,55.0,15.0,4.21 x 2.17 x 0.59,4.21,2.17,0.59,120.0,4.23
3305,4039,112 x 61 x 11,112.0,61.0,11.0,4.41 x 2.40 x 0.43,4.41,2.4,0.43,92.0,3.25
3306,3991,107 x 56 x 15,107.0,56.0,15.0,4.21 x 2.20 x 0.59,4.21,2.2,0.59,113.0,3.99
3307,3969,114 x 59 x 14,114.0,59.0,14.0,4.49 x 2.32 x 0.55,4.49,2.32,0.55,130.0,4.59
3308,3968,119 x 58 x 13,119.0,58.0,13.0,4.69 x 2.28 x 0.51,4.69,2.28,0.51,125.0,4.41
3309,4274,88 x 44 x 18.9,88.0,44.0,18.9,3.46 x 1.73 x 0.74,3.46,1.73,0.74,71.0,2.5
3310,4056,98.5 x 49.2 x 16.9,98.5,49.2,16.9,3.88 x 1.94 x 0.67,3.88,1.94,0.67,89.4,3.14
3311,4034,88 x 44 x 18.9,88.0,44.0,18.9,3.46 x 1.73 x 0.74,3.46,1.73,0.74,71.0,2.5
3312,4093,94.8 x 46.7 x 16.6,94.8,46.7,16.6,3.73 x 1.84 x 0.65,3.73,1.84,0.65,84.0,2.96
3313,4055,104 x 61 x 13,104.0,61.0,13.0,4.09 x 2.40 x 0.51,4.09,2.4,0.51,108.0,3.81
3314,3941,114 x 48 x 13.9,114.0,48.0,13.9,4.49 x 1.89 x 0.55,4.49,1.89,0.55,89.0,3.14
3315,3992,94 x 46 x 17,94.0,46.0,17.0,3.70 x 1.81 x 0.67,3.7,1.81,0.67,89.0,3.14
3316,3940,109.2 x 46 x 14.9,109.2,46.0,14.9,4.30 x 1.81 x 0.59,4.3,1.81,0.59,79.0,2.79
3317,3939,106.9 x 44.4 x 13.9,106.9,44.4,13.9,4.21 x 1.75 x 0.55,4.21,1.75,0.55,68.0,2.4
3318,3908,122.4 x 64.2 x 9.9,122.4,64.2,9.9,4.82 x 2.53 x 0.39,4.82,2.53,0.39,119.0,4.2
3319,3986,109.5 x 61 x 12,109.5,61.0,12.0,4.31 x 2.40 x 0.47,4.31,2.4,0.47,102.0,3.6
3320,3921,109.5 x 56 x 12.2,109.5,56.0,12.2,4.31 x 2.20 x 0.48,4.31,2.2,0.48,100.0,3.32
3321,3993,109.5 x 61.3 x 11.9,109.5,61.3,11.9,4.31 x 2.41 x 0.47,4.31,2.41,0.47,90.0,3.17
3322,4611,109.5 x 61.3 x 11.9,109.5,61.3,11.9,4.31 x 2.41 x 0.47,4.31,2.41,0.47,92.0,3.25
3323,3927,123 x 60 x 11,123.0,60.0,11.0,4.84 x 2.36 x 0.43,4.84,2.36,0.43,116.0,4.09
3324,3916,113 x 57 x 12,113.0,57.0,12.0,4.45 x 2.24 x 0.47,4.45,2.24,0.47,108.0,3.81
3325,3913,115.9 x 56.9 x 12.1,115.9,56.9,12.1,4.56 x 2.24 x 0.48,4.56,2.24,0.48,121.8,4.27
3326,3920,123.9 x 63 x 10.9,123.9,63.0,10.9,4.88 x 2.48 x 0.43,4.88,2.48,0.43,129.0,4.55
3327,3910,123.9 x 63 x 10.9,123.9,63.0,10.9,4.88 x 2.48 x 0.43,4.88,2.48,0.43,129.0,4.55
3328,3904,109 x 46 x 14.9,109.0,46.0,14.9,4.29 x 1.81 x 0.59,4.29,1.81,0.59,79.0,2.79
3329,3919,190.1 x 120.5 x 12,190.1,120.5,12.0,7.48 x 4.74 x 0.47,7.48,4.74,0.47,380.0,13.4
3330,3892,256.7 x 175.3 x 8.6,256.7,175.3,8.6,10.11 x 6.90 x 0.34,10.11,6.9,0.34,565.0,
3331,4069,256.7 x 175.3 x 8.6,256.7,175.3,8.6,10.11 x 6.90 x 0.34,10.11,6.9,0.34,565.0,
3332,3894,256.7 x 175.3 x 8.6,256.7,175.3,8.6,10.11 x 6.90 x 0.34,10.11,6.9,0.34,560.0,
3333,3891,230.9 x 157.8 x 8.6,230.9,157.8,8.6,9.09 x 6.21 x 0.34,9.09,6.21,0.34,453.0,
3334,3893,230.9 x 157.8 x 8.6,230.9,157.8,8.6,9.09 x 6.21 x 0.34,9.09,6.21,0.34,447.9,15.77
3335,3884,123.9 x 63 x 10.9,123.9,63.0,10.9,4.88 x 2.48 x 0.43,4.88,2.48,0.43,131.0,4.62
3336,3878,97 x 48 x 18,97.0,48.0,18.0,3.82 x 1.89 x 0.71,3.82,1.89,0.71,91.0,3.21
3337,3765,109.9 x 60.6 x 11.7,109.9,60.6,11.7,4.33 x 2.39 x 0.46,4.33,2.39,0.46,102.0,3.6
3338,3850,108.6 x 66.7 x 10.7,108.6,66.7,10.7,4.28 x 2.63 x 0.42,4.28,2.63,0.42,103.4,3.63
3339,3621,125.3 x 66.1 x 8.5,125.3,66.1,8.5,4.93 x 2.60 x 0.33,4.93,2.6,0.33,116.0,4.09
3340,3844,99.9 x 54.9 x 13,99.9,54.9,13.0,3.93 x 2.16 x 0.51,3.93,2.16,0.51,88.0,3.1
3341,3845,99.9 x 54.9 x 13,99.9,54.9,13.0,3.93 x 2.16 x 0.51,3.93,2.16,0.51,88.0,3.1
3342,3838,141.3 x 78.2 x 11.9,141.3,78.2,11.9,5.56 x 3.08 x 0.47,5.56,3.08,0.47,182.0,6.42
3343,3831,246.2 x 170.4 x 10.9,246.2,170.4,10.9,9.69 x 6.71 x 0.43,9.69,6.71,0.43,589.0,
3344,3778,107.9 x 54.9 x 12.5,107.9,54.9,12.5,4.25 x 2.16 x 0.49,4.25,2.16,0.49,99.8,3.49
3345,3729,99.5 x 52 x 15.5,99.5,52.0,15.5,3.92 x 2.05 x 0.61,3.92,2.05,0.61,99.8,3.49
3346,4030,112.8 x 46.4 x 13.2,112.8,46.4,13.2,4.44 x 1.83 x 0.52,4.44,1.83,0.52,80.6,2.82
3347,3766,112.8 x 46.4 x 12.9,112.8,46.4,12.9,4.44 x 1.83 x 0.51,4.44,1.83,0.51,79.3,2.79
3348,3836,98 x 47.5 x 14.9,98.0,47.5,14.9,3.86 x 1.87 x 0.59,3.86,1.87,0.59,87.5,3.07
3349,3761,123.7 x 64.2 x 10.6,123.7,64.2,10.6,4.87 x 2.53 x 0.42,4.87,2.53,0.42,131.0,4.62
3350,4664,112.4 x 59.9 x 11.5,112.4,59.9,11.5,4.43 x 2.36 x 0.45,4.43,2.36,0.45,113.0,3.99
3351,3724,112.4 x 59.9 x 11.5,112.4,59.9,11.5,4.43 x 2.36 x 0.45,4.43,2.36,0.45,113.0,3.99
3352,3726,110.2 x 61.2 x 12.6,110.2,61.2,12.6,4.34 x 2.41 x 0.50,4.34,2.41,0.5,108.0,3.81
3353,3741,110.5 x 57.5 x 12.2,110.5,57.5,12.2,4.35 x 2.26 x 0.48,4.35,2.26,0.48,102.0,3.6
3354,3725,110.4 x 60.8 x 12.1,110.4,60.8,12.1,4.35 x 2.39 x 0.48,4.35,2.39,0.48,105.0,3.7
3355,3879,110.9 x 60.6 x 12.1,110.9,60.6,12.1,4.37 x 2.39 x 0.48,4.37,2.39,0.48,,3.74
3356,3719,122.4 x 64.5 x 9.9,122.4,64.5,9.9,4.82 x 2.54 x 0.39,4.82,2.54,0.39,118.0,4.16
3357,3718,107.5 x 54 x 12.4,107.5,54.0,12.4,4.23 x 2.13 x 0.49,4.23,2.13,0.49,94.0,3.32
3358,3705,132 x 71 x 9,132.0,71.0,9.0,5.20 x 2.80 x 0.35,5.2,2.8,0.35,139.0,4.9
3359,3774,132 x 61 x 15,132.0,61.0,15.0,5.20 x 2.40 x 0.59,5.2,2.4,0.59,152.0,5.36
3360,3733,130 x 68 x 12,130.0,68.0,12.0,5.12 x 2.68 x 0.47,5.12,2.68,0.47,143.0,5.04
3361,3620,123.9 x 63 x 10.9,123.9,63.0,10.9,4.88 x 2.48 x 0.43,4.88,2.48,0.43,129.0,4.55
3362,3736,122.4 x 64 x 10.9,122.4,64.0,10.9,4.82 x 2.52 x 0.43,4.82,2.52,0.43,129.0,4.55
3363,3634,111.2 x 61.2 x 12,111.2,61.2,12.0,4.38 x 2.41 x 0.47,4.38,2.41,0.47,93.0,3.28
3364,3767,115.2 x 45.7 x 13.2,115.2,45.7,13.2,4.54 x 1.80 x 0.52,4.54,1.8,0.52,,
3365,3668,112.2 x 46.7 x 11.9,112.2,46.7,11.9,4.42 x 1.84 x 0.47,4.42,1.84,0.47,91.4,3.21
3366,3625,122.5 x 64.2 x 9.9,122.5,64.2,9.9,4.82 x 2.53 x 0.39,4.82,2.53,0.39,123.0,4.34
3367,3617,109 x 54.1 x 12,109.0,54.1,12.0,4.29 x 2.13 x 0.47,4.29,2.13,0.47,95.0,3.35
3368,3616,116 x 56 x 15,116.0,56.0,15.0,4.57 x 2.20 x 0.59,4.57,2.2,0.59,128.0,4.52
3369,3665,94.4 x 47.2 x 17.4,94.4,47.2,17.4,3.72 x 1.86 x 0.69,3.72,1.86,0.69,86.0,3.03
3370,3738,113.8 x 55.4 x 12.2,113.8,55.4,12.2,4.48 x 2.18 x 0.48,4.48,2.18,0.48,109.2,3.84
3371,3753,112.9 x 55.5 x 12.7,112.9,55.5,12.7,4.44 x 2.19 x 0.5,4.44,2.19,0.5,94.0,3.32
3372,3618,101.9 x 51.8 x 17.1,101.9,51.8,17.1,4.01 x 2.04 x 0.67,4.01,2.04,0.67,123.0,4.34
3373,3615,125 x 58 x 12,125.0,58.0,12.0,4.92 x 2.28 x 0.47,4.92,2.28,0.47,125.0,4.41
3374,4396,109.5 x 60 x 12.3,109.5,60.0,12.3,4.31 x 2.36 x 0.48,4.31,2.36,0.48,95.0,3.35
3375,3588,109.5 x 60 x 12.3,109.5,60.0,12.3,4.31 x 2.36 x 0.48,4.31,2.36,0.48,95.0,3.35
3376,3586,112.7 x 46.7 x 13.9,112.7,46.7,13.9,4.44 x 1.84 x 0.55,4.44,1.84,0.55,76.7,2.68
3377,3742,108 x 44.8 x 14.3,108.0,44.8,14.3,4.25 x 1.76 x 0.56,4.25,1.76,0.56,72.3,2.54
3378,3743,108.5 x 45.8 x 13.3,108.5,45.8,13.3,4.27 x 1.80 x 0.52,4.27,1.8,0.52,70.0,2.47
3379,3744,115.5 x 48 x 15.9,115.5,48.0,15.9,4.55 x 1.89 x 0.63,4.55,1.89,0.63,110.0,3.88
3380,3745,112 x 46.3 x 15.3,112.0,46.3,15.3,4.41 x 1.82 x 0.60,4.41,1.82,0.6,88.0,3.1
3381,3746,112 x 61 x 12,112.0,61.0,12.0,4.41 x 2.40 x 0.47,4.41,2.4,0.47,102.3,3.6
3382,3747,118.5 x 50 x 12.5,118.5,50.0,12.5,4.67 x 1.97 x 0.49,4.67,1.97,0.49,87.0,3.07
3383,3748,109.1 x 45.5 x 13.7,109.1,45.5,13.7,4.30 x 1.79 x 0.54,4.3,1.79,0.54,72.4,2.54
3384,3749,107.4 x 45.5 x 13.6,107.4,45.5,13.6,4.23 x 1.79 x 0.54,4.23,1.79,0.54,64.5,2.26
3385,3453,124.7 x 64.3 x 9.9,124.7,64.3,9.9,4.91 x 2.53 x 0.39,4.91,2.53,0.39,119.4,4.2
3386,3537,122.4 x 64.2 x 11,122.4,64.2,11.0,4.82 x 2.53 x 0.43,4.82,2.53,0.43,138.2,4.87
3387,3547,109.5 x 55 x 11.9,109.5,55.0,11.9,4.31 x 2.17 x 0.47,4.31,2.17,0.47,100.0,3.53
3388,3536,123.9 x 59.8 x 11.8,123.9,59.8,11.8,4.88 x 2.35 x 0.46,4.88,2.35,0.46,135.0,4.76
3389,3768,123.9 x 59.8 x 11.8,123.9,59.8,11.8,4.88 x 2.35 x 0.46,4.88,2.35,0.46,137.0,4.83
3390,3672,190.1 x 120.5 x 12,190.1,120.5,12.0,7.48 x 4.74 x 0.47,7.48,4.74,0.47,380.0,13.4
3391,3370,190.1 x 120.5 x 12,190.1,120.5,12.0,7.48 x 4.74 x 0.47,7.48,4.74,0.47,380.0,13.4
3392,3673,190.5 x 119.4 x 11.9,190.5,119.4,11.9,7.5 x 4.70 x 0.47,7.5,4.7,0.47,380.0,13.4
3393,3769,190.1 x 120.5 x 12,190.1,120.5,12.0,7.48 x 4.74 x 0.47,7.48,4.74,0.47,380.0,13.4
3394,3582,99 x 48 x 15,99.0,48.0,15.0,3.90 x 1.89 x 0.59,3.9,1.89,0.59,91.0,3.21
3395,3671,117 x 54 x 15,117.0,54.0,15.0,4.61 x 2.13 x 0.59,4.61,2.13,0.59,108.0,3.81
3396,3614,116.6 x 53.5 x 14.9,116.6,53.5,14.9,4.59 x 2.11 x 0.59,4.59,2.11,0.59,105.0,3.7
3397,3487,123 x 64.2 x 10.8,123.0,64.2,10.8,4.84 x 2.53 x 0.43,4.84,2.53,0.43,123.0,4.34
3398,3752,106 x 52 x 14.6,106.0,52.0,14.6,4.17 x 2.05 x 0.57,4.17,2.05,0.57,108.6,3.81
3399,3750,,,,,,,,,,
3400,3584,119.5 x 59.6 x 12.4,119.5,59.6,12.4,4.70 x 2.35 x 0.49,4.7,2.35,0.49,131.0,4.62
3401,3580,124.5 x 64.3 x 9.9,124.5,64.3,9.9,4.90 x 2.53 x 0.39,4.9,2.53,0.39,117.9,4.13
3402,3581,117 x 61 x 15,117.0,61.0,15.0,4.61 x 2.40 x 0.59,4.61,2.4,0.59,152.0,5.36
3403,3579,104.9 x 53.8 x 15,104.9,53.8,15.0,4.13 x 2.12 x 0.59,4.13,2.12,0.59,108.0,3.81
3404,3515,111 x 55 x 15.2,111.0,55.0,15.2,4.37 x 2.17 x 0.60,4.37,2.17,0.6,117.0,4.13
3405,3531,114.3 x 55.9 x 11.9,114.3,55.9,11.9,4.5 x 2.20 x 0.47,4.5,2.2,0.47,106.0,3.74
3406,3415,120.7 x 53 x 17.9,120.7,53.0,17.9,4.75 x 2.09 x 0.70,4.75,2.09,0.7,115.0,4.06
3407,4638,97.9 x 49 x 16.4,97.9,49.0,16.4,3.85 x 1.93 x 0.65,3.85,1.93,0.65,92.7,3.25
3408,4087,98 x 49 x 15.4,98.0,49.0,15.4,3.86 x 1.93 x 0.61,3.86,1.93,0.61,89.0,3.14
3409,3493,109.5 x 53.9 x 11.8,109.5,53.9,11.8,4.31 x 2.12 x 0.46,4.31,2.12,0.46,113.8,3.99
3410,3490,119.5 x 59.6 x 12.4,119.5,59.6,12.4,4.70 x 2.35 x 0.49,4.7,2.35,0.49,131.0,4.62
3411,3448,111.6 x 46.3 x 13.5,111.6,46.3,13.5,4.39 x 1.82 x 0.53,4.39,1.82,0.53,80.4,2.82
3412,3368,105 x 49.5 x 11.5,105.0,49.5,11.5,4.13 x 1.95 x 0.45,4.13,1.95,0.45,96.0,3.49
3413,3482,101 x 47 x 14,101.0,47.0,14.0,3.98 x 1.85 x 0.55,3.98,1.85,0.55,93.0,3.28
3414,3492,125 x 64 x 10.5,125.0,64.0,10.5,4.92 x 2.52 x 0.41,4.92,2.52,0.41,116.0,4.09
3415,3416,122.4 x 64.5 x 9.9,122.4,64.5,9.9,4.82 x 2.54 x 0.39,4.82,2.54,0.39,,4.13
3416,3467,111.8 x 53.3 x 12.7,111.8,53.3,12.7,4.40 x 2.10 x 0.5,4.4,2.1,0.5,99.0,3.49
3417,3336,110 x 56.6 x 15,110.0,56.6,15.0,4.33 x 2.23 x 0.59,4.33,2.23,0.59,120.0,4.23
3418,3335,116.8 x 53.6 x 15.2,116.8,53.6,15.2,4.60 x 2.11 x 0.60,4.6,2.11,0.6,123.0,4.34
3419,3334,99.6 x 59.4 x 15,99.6,59.4,15.0,3.92 x 2.34 x 0.59,3.92,2.34,0.59,112.8,3.95
3420,3333,115 x 46 x 12.8,115.0,46.0,12.8,4.53 x 1.81 x 0.50,4.53,1.81,0.5,81.0,2.86
3421,3408,122.4 x 64.2 x 9.9,122.4,64.2,9.9,4.82 x 2.53 x 0.39,4.82,2.53,0.39,118.0,4.16
3422,3401,117.7 x 59.8 x 11.9,117.7,59.8,11.9,4.63 x 2.35 x 0.47,4.63,2.35,0.47,122.0,4.3
3423,3402,116.5 x 61.8 x 11.5,116.5,61.8,11.5,4.59 x 2.43 x 0.45,4.59,2.43,0.45,111.0,3.92
3424,3433,100 x 51 x 18,100.0,51.0,18.0,3.94 x 2.01 x 0.71,3.94,2.01,0.71,99.0,3.49
3425,3450,124 x 73 x 17.9,124.0,73.0,17.9,4.88 x 2.87 x 0.70,4.88,2.87,0.7,116.0,4.09
3426,3434,105 x 53 x 15,105.0,53.0,15.0,4.13 x 2.09 x 0.59,4.13,2.09,0.59,109.0,3.84
3427,3410,124 x 65 x 14,124.0,65.0,14.0,4.88 x 2.56 x 0.55,4.88,2.56,0.55,155.0,5.47
3428,3430,114 x 59 x 15,114.0,59.0,15.0,4.49 x 2.32 x 0.59,4.49,2.32,0.59,130.0,4.59
3429,3429,113 x 56 x 15,113.0,56.0,15.0,4.45 x 2.20 x 0.59,4.45,2.2,0.59,139.0,4.9
3430,3435,105 x 54 x 15,105.0,54.0,15.0,4.13 x 2.13 x 0.59,4.13,2.13,0.59,108.0,3.81
3431,3436,117 x 60 x 11,117.0,60.0,11.0,4.61 x 2.36 x 0.43,4.61,2.36,0.43,105.0,3.7
3432,3438,117 x 53 x 15,117.0,53.0,15.0,4.61 x 2.09 x 0.59,4.61,2.09,0.59,122.0,4.3
3433,3928,114 x 53 x 15,114.0,53.0,15.0,4.49 x 2.09 x 0.59,4.49,2.09,0.59,112.0,3.95
3434,3399,109.5 x 55 x 15.2,109.5,55.0,15.2,4.31 x 2.17 x 0.60,4.31,2.17,0.6,118.0,4.16
3435,3400,109.5 x 55 x 11.9,109.5,55.0,11.9,4.31 x 2.17 x 0.47,4.31,2.17,0.47,100.0,3.53
3436,3371,108 x 56 x 12.3,108.0,56.0,12.3,4.25 x 2.20 x 0.48,4.25,2.2,0.48,102.0,3.6
3437,3432,113.5 x 55 x 12.6,113.5,55.0,12.6,4.47 x 2.17 x 0.50,4.47,2.17,0.5,113.0,3.99
3438,3395,113.5 x 55 x 12.9,113.5,55.0,12.9,4.47 x 2.17 x 0.51,4.47,2.17,0.51,109.0,3.84
3439,3362,113.5 x 55.5 x 14.3,113.5,55.5,14.3,4.47 x 2.19 x 0.56,4.47,2.19,0.56,112.0,3.95
3440,3355,102 x 52 x 22,102.0,52.0,22.0,4.02 x 2.05 x 0.87,4.02,2.05,0.87,100.0,3.53
3441,3346,96.3 x 53.8 x 13,96.3,53.8,13.0,3.79 x 2.12 x 0.51,3.79,2.12,0.51,80.0,2.82
3442,3319,113.9 x 53.9 x 13.9,113.9,53.9,13.9,4.48 x 2.12 x 0.55,4.48,2.12,0.55,120.6,4.23
3443,3418,122.4 x 64.2 x 9.9,122.4,64.2,9.9,4.82 x 2.53 x 0.39,4.82,2.53,0.39,121.0,4.27
3444,3294,119.5 x 59.8 x 12.5,119.5,59.8,12.5,4.70 x 2.35 x 0.49,4.7,2.35,0.49,128.0,4.52
3445,3115,122.4 x 64.2 x 9.9,122.4,64.2,9.9,4.82 x 2.53 x 0.39,4.82,2.53,0.39,119.0,4.2
3446,3234,99.9 x 53 x 12.9,99.9,53.0,12.9,3.93 x 2.09 x 0.51,3.93,2.09,0.51,86.0,3.03
3447,3002,117 x 59 x 13.3,117.0,59.0,13.3,4.61 x 2.32 x 0.52,4.61,2.32,0.52,126.0,4.44
3448,3332,108.7 x 46.1 x 14.1,108.7,46.1,14.1,4.28 x 1.81 x 0.56,4.28,1.81,0.56,72.0,2.54
3449,3273,,,,,,,,,,
3450,3272,103 x 56.5 x 12.2,103.0,56.5,12.2,4.06 x 2.22 x 0.48,4.06,2.22,0.48,92.0,3.25
3451,3047,103 x 56.5 x 12,103.0,56.5,12.0,4.06 x 2.22 x 0.47,4.06,2.22,0.47,93.2,3.28
3452,3243,100.5 x 52 x 22.9,100.5,52.0,22.9,3.96 x 2.05 x 0.90,3.96,2.05,0.9,135.0,4.76
3453,3232,105.9 x 58.9 x 14.6,105.9,58.9,14.6,4.17 x 2.32 x 0.57,4.17,2.32,0.57,113.1,3.99
3454,3231,101 x 52.8 x 13,101.0,52.8,13.0,3.98 x 2.08 x 0.51,3.98,2.08,0.51,87.3,3.07
3455,3146,118 x 56 x 10.9,118.0,56.0,10.9,4.65 x 2.20 x 0.43,4.65,2.2,0.43,118.0,4.16
3456,3150,123 x 59.8 x 14.9,123.0,59.8,14.9,4.84 x 2.35 x 0.59,4.84,2.35,0.59,,5.5
3457,3151,102.3 x 52.4 x 16.2,102.3,52.4,16.2,4.03 x 2.06 x 0.64,4.03,2.06,0.64,113.7,3.99
